Price,Close
Ticker,BTC-USD
Datetime,
2024-11-01 00:00:00,70116.6953125
2024-11-01 01:00:00,69303.7890625
2024-11-01 02:00:00,69460.5
2024-11-01 03:00:00,69294.359375
2024-11-01 04:00:00,69499.1953125
2024-11-01 05:00:00,69545.8828125
2024-11-01 06:00:00,69189.0
2024-11-01 07:00:00,69213.7421875
2024-11-01 08:00:00,69294.2421875
2024-11-01 09:00:00,69464.890625
2024-11-01 10:00:00,69903.65625
2024-11-01 11:00:00,69952.125
2024-11-01 12:00:00,70283.7890625
2024-11-01 13:00:00,71043.7109375
2024-11-01 14:00:00,71136.3046875
2024-11-01 15:00:00,69392.5
2024-11-01 16:00:00,69940.734375
2024-11-01 17:00:00,69681.5078125
2024-11-01 18:00:00,69096.7734375
2024-11-01 19:00:00,69188.1953125
2024-11-01 20:00:00,69190.09375
2024-11-01 21:00:00,69238.09375
2024-11-01 22:00:00,69395.8359375
2024-11-01 23:00:00,69494.734375
2024-11-02 00:00:00,69647.6640625
2024-11-02 01:00:00,69631.6171875
2024-11-02 02:00:00,69641.3359375
2024-11-02 03:00:00,69567.7890625
2024-11-02 04:00:00,69539.8515625
2024-11-02 05:00:00,69644.9140625
2024-11-02 06:00:00,69702.953125
2024-11-02 07:00:00,69779.2109375
2024-11-02 08:00:00,69638.703125
2024-11-02 09:00:00,69497.484375
2024-11-02 10:00:00,69583.3984375
2024-11-02 11:00:00,69597.1953125
2024-11-02 12:00:00,69421.0078125
2024-11-02 13:00:00,69375.203125
2024-11-02 14:00:00,69218.328125
2024-11-02 15:00:00,69399.3359375
2024-11-02 16:00:00,69549.9296875
2024-11-02 17:00:00,69380.9375
2024-11-02 18:00:00,69419.2265625
2024-11-02 19:00:00,69510.546875
2024-11-02 20:00:00,69504.5234375
2024-11-02 21:00:00,69443.9609375
2024-11-02 22:00:00,69425.421875
2024-11-02 23:00:00,69280.5234375
2024-11-03 00:00:00,69171.5703125
2024-11-03 01:00:00,69017.703125
2024-11-03 02:00:00,68144.2109375
2024-11-03 03:00:00,68388.5546875
2024-11-03 04:00:00,68559.3125
2024-11-03 05:00:00,68458.5546875
2024-11-03 06:00:00,68555.078125
2024-11-03 07:00:00,68381.8125
2024-11-03 08:00:00,68501.7265625
2024-11-03 09:00:00,68208.40625
2024-11-03 10:00:00,68431.4609375
2024-11-03 11:00:00,68325.5625
2024-11-03 12:00:00,68487.8046875
2024-11-03 13:00:00,68103.7890625
2024-11-03 14:00:00,67715.171875
2024-11-03 15:00:00,68067.1875
2024-11-03 16:00:00,68160.40625
2024-11-03 17:00:00,68327.0234375
2024-11-03 18:00:00,67942.90625
2024-11-03 19:00:00,68616.15625
2024-11-03 20:00:00,68886.3828125
2024-11-03 21:00:00,69106.8046875
2024-11-03 22:00:00,68866.7421875
2024-11-03 23:00:00,68746.71875
2024-11-04 00:00:00,68608.2265625
2024-11-04 01:00:00,68936.5625
2024-11-04 02:00:00,69231.75
2024-11-04 03:00:00,69021.03125
2024-11-04 04:00:00,69086.625
2024-11-04 05:00:00,68761.8203125
2024-11-04 06:00:00,69075.4140625
2024-11-04 07:00:00,68588.9140625
2024-11-04 08:00:00,68641.265625
2024-11-04 09:00:00,68552.8984375
2024-11-04 10:00:00,68799.5234375
2024-11-04 11:00:00,68754.671875
2024-11-04 12:00:00,68926.890625
2024-11-04 13:00:00,68668.5
2024-11-04 14:00:00,68279.7734375
2024-11-04 15:00:00,68648.6640625
2024-11-04 16:00:00,67607.921875
2024-11-04 17:00:00,67803.484375
2024-11-04 18:00:00,67628.3125
2024-11-04 19:00:00,67844.421875
2024-11-04 20:00:00,67363.5078125
2024-11-04 21:00:00,67011.6953125
2024-11-04 22:00:00,68049.7734375
2024-11-04 23:00:00,67779.8828125
2024-11-05 00:00:00,67985.4453125
2024-11-05 01:00:00,67972.796875
2024-11-05 02:00:00,67814.203125
2024-11-05 03:00:00,68123.34375
2024-11-05 04:00:00,68300.7265625
2024-11-05 05:00:00,68689.3125
2024-11-05 06:00:00,68759.6796875
2024-11-05 07:00:00,68850.984375
2024-11-05 08:00:00,68952.4453125
2024-11-05 09:00:00,68790.296875
2024-11-05 10:00:00,68721.1640625
2024-11-05 11:00:00,68787.5625
2024-11-05 12:00:00,68845.53125
2024-11-05 13:00:00,68804.9609375
2024-11-05 14:00:00,69984.84375
2024-11-05 15:00:00,69542.453125
2024-11-05 16:00:00,70156.015625
2024-11-05 17:00:00,70016.5234375
2024-11-05 18:00:00,70200.203125
2024-11-05 19:00:00,68814.109375
2024-11-05 20:00:00,69473.1640625
2024-11-05 21:00:00,69221.0234375
2024-11-05 22:00:00,69517.2109375
2024-11-05 23:00:00,69363.703125
2024-11-06 00:00:00,71174.8671875
2024-11-06 01:00:00,71218.7421875
2024-11-06 02:00:00,73187.1796875
2024-11-06 03:00:00,74278.59375
2024-11-06 04:00:00,74526.953125
2024-11-06 05:00:00,74801.640625
2024-11-06 06:00:00,74418.6640625
2024-11-06 07:00:00,73337.4921875
2024-11-06 08:00:00,73466.421875
2024-11-06 09:00:00,73810.640625
2024-11-06 10:00:00,73864.5703125
2024-11-06 11:00:00,74315.265625
2024-11-06 12:00:00,74225.6796875
2024-11-06 13:00:00,74005.40625
2024-11-06 14:00:00,73571.2890625
2024-11-06 15:00:00,74490.7421875
2024-11-06 16:00:00,74321.578125
2024-11-06 17:00:00,74501.4140625
2024-11-06 18:00:00,75264.3828125
2024-11-06 19:00:00,75856.9375
2024-11-06 20:00:00,76287.8671875
2024-11-06 21:00:00,75905.0234375
2024-11-06 22:00:00,75694.828125
2024-11-06 23:00:00,75643.59375
2024-11-07 00:00:00,75364.3671875
2024-11-07 01:00:00,75395.3515625
2024-11-07 02:00:00,75216.703125
2024-11-07 03:00:00,75094.0546875
2024-11-07 04:00:00,74733.78125
2024-11-07 05:00:00,74786.578125
2024-11-07 06:00:00,74781.265625
2024-11-07 07:00:00,74823.671875
2024-11-07 08:00:00,75120.1484375
2024-11-07 09:00:00,74976.78125
2024-11-07 10:00:00,74993.046875
2024-11-07 11:00:00,74764.4921875
2024-11-07 12:00:00,75005.4375
2024-11-07 13:00:00,74687.21875
2024-11-07 14:00:00,74856.1796875
2024-11-07 15:00:00,75996.96875
2024-11-07 16:00:00,75991.2421875
2024-11-07 17:00:00,76416.4140625
2024-11-07 18:00:00,76615.9375
2024-11-07 19:00:00,76547.3203125
2024-11-07 20:00:00,76585.3203125
2024-11-07 21:00:00,75953.7265625
2024-11-07 22:00:00,75863.4453125
2024-11-07 23:00:00,75958.2890625
