Datetime,Close
2024-10-10 10:00:00,61015.50390625
2024-10-10 11:00:00,61192.796875
2024-10-10 12:00:00,60941.765625
2024-10-10 13:00:00,60868.5078125
2024-10-10 14:00:00,60540.4296875
2024-10-10 15:00:00,60732.06640625
2024-10-10 16:00:00,60307.05859375
2024-10-10 17:00:00,59506.8203125
2024-10-10 18:00:00,59323.36328125
2024-10-10 19:00:00,59659.26953125
2024-10-10 20:00:00,59680.52734375
2024-10-10 21:00:00,60092.87890625
2024-10-10 22:00:00,60116.8046875
2024-10-10 23:00:00,60270.890625
2024-10-11 00:00:00,60172.85546875
2024-10-11 01:00:00,60557.7734375
2024-10-11 02:00:00,60498.1171875
2024-10-11 03:00:00,60591.875
2024-10-11 04:00:00,60617.05859375
2024-10-11 05:00:00,60604.6171875
2024-10-11 06:00:00,60763.57421875
2024-10-11 07:00:00,60641.03125
2024-10-11 08:00:00,60643.62890625
2024-10-11 09:00:00,61035.3203125
2024-10-11 10:00:00,61116.15234375
2024-10-11 11:00:00,61164.7890625
2024-10-11 12:00:00,61276.7421875
2024-10-11 13:00:00,61779.76953125
2024-10-11 14:00:00,61812.62890625
2024-10-11 15:00:00,62416.00390625
2024-10-11 16:00:00,62244.48046875
2024-10-11 17:00:00,62881.37890625
2024-10-11 18:00:00,62884.65625
2024-10-11 19:00:00,63017.21875
2024-10-11 20:00:00,63020.0234375
2024-10-11 21:00:00,62815.125
2024-10-11 22:00:00,62437.328125
2024-10-11 23:00:00,62417.61328125
2024-10-12 00:00:00,62750.78125
2024-10-12 01:00:00,62704.96484375
2024-10-12 02:00:00,62516.70703125
2024-10-12 03:00:00,62539.2734375
2024-10-12 04:00:00,62573.90625
2024-10-12 05:00:00,62755.9375
2024-10-12 06:00:00,62659.984375
2024-10-12 07:00:00,62747.26953125
2024-10-12 08:00:00,62701.80859375
2024-10-12 09:00:00,62804.66796875
2024-10-12 10:00:00,63016.6640625
2024-10-12 11:00:00,62905.4375
2024-10-12 12:00:00,63035.71875
2024-10-12 13:00:00,63065.24609375
2024-10-12 14:00:00,63245.46484375
2024-10-12 15:00:00,63121.12109375
2024-10-12 16:00:00,63077.53125
2024-10-12 17:00:00,63095.578125
2024-10-12 18:00:00,62938.48828125
2024-10-12 19:00:00,63016.546875
2024-10-12 20:00:00,63051.21875
2024-10-12 21:00:00,63185.03515625
2024-10-12 22:00:00,63277.20703125
2024-10-12 23:00:00,63196.0390625
2024-10-13 00:00:00,63207.55859375
2024-10-13 01:00:00,62861.171875
2024-10-13 02:00:00,62843.47265625
2024-10-13 03:00:00,62684.33203125
2024-10-13 04:00:00,62802.36328125
2024-10-13 05:00:00,62852.16796875
2024-10-13 06:00:00,62854.40625
2024-10-13 07:00:00,62834.20703125
2024-10-13 08:00:00,62789.7734375
2024-10-13 09:00:00,62816.08984375
2024-10-13 10:00:00,62690.68359375
2024-10-13 11:00:00,62537.5
2024-10-13 12:00:00,62644.80078125
2024-10-13 13:00:00,62626.2265625
2024-10-13 14:00:00,62218.4921875
2024-10-13 15:00:00,62226.04296875
2024-10-13 16:00:00,62609.6796875
2024-10-13 17:00:00,62483.85546875
2024-10-13 18:00:00,62409.06640625
2024-10-13 19:00:00,62708.03125
2024-10-13 20:00:00,62725.1171875
2024-10-13 21:00:00,62863.58203125
2024-10-13 22:00:00,62788.6875
